target,source,dataset,model,method,seed,ap,precision_at_5,recall_at_5
loso_top5,oracle,credit_g,mlp,lime,4,1.0,1.0,1.0
positional,real,credit_g,mlp,kshap,0,0.4677124183006536,0.6,0.6
positional,random,credit_g,mlp,kshap,0,0.23172562731386262,0.0,0.0
positional,permuted,credit_g,mlp,kshap,0,0.35037878787878785,0.2,0.2
positional,constant,credit_g,mlp,kshap,0,0.25,1.0,1.0
positional,oracle,credit_g,mlp,kshap,0,1.0,1.0,1.0
random,real,credit_g,mlp,kshap,0,0.2996428571428571,0.0,0.0
random,random,credit_g,mlp,kshap,0,0.2899331662489557,0.2,0.2
random,permuted,credit_g,mlp,kshap,0,0.21037449392712548,0.2,0.2
random,constant,credit_g,mlp,kshap,0,0.25,0.2,0.2
random,oracle,credit_g,mlp,kshap,0,1.0,1.0,1.0
self_top5,real,credit_g,mlp,kshap,0,1.0,1.0,1.0
self_top5,random,credit_g,mlp,kshap,0,0.24225787284610814,0.0,0.0
self_top5,permuted,credit_g,mlp,kshap,0,0.22858585858585861,0.0,0.0
self_top5,constant,credit_g,mlp,kshap,0,0.25,0.6,0.6
self_top5,oracle,credit_g,mlp,kshap,0,1.0,1.0,1.0
loso_top5,real,credit_g,mlp,kshap,0,0.7075757575757575,0.6,0.6
loso_top5,random,credit_g,mlp,kshap,0,0.2737426900584795,0.2,0.2
loso_top5,permuted,credit_g,mlp,kshap,0,0.17307189542483659,0.0,0.0
loso_top5,constant,credit_g,mlp,kshap,0,0.25,0.2,0.2
loso_top5,oracle,credit_g,mlp,kshap,0,1.0,1.0,1.0
positional,real,credit_g,mlp,kshap,1,0.31027777777777776,0.2,0.2
positional,random,credit_g,mlp,kshap,1,0.22462274567537727,0.2,0.2
positional,permuted,credit_g,mlp,kshap,1,0.19029304029304028,0.0,0.0
positional,constant,credit_g,mlp,kshap,1,0.25,1.0,1.0
positional,oracle,credit_g,mlp,kshap,1,1.0,1.0,1.0
random,real,credit_g,mlp,kshap,1,0.27936507936507937,0.2,0.2
random,random,credit_g,mlp,kshap,1,0.2401098901098901,0.0,0.0
random,permuted,credit_g,mlp,kshap,1,0.47833333333333333,0.4,0.4
random,constant,credit_g,mlp,kshap,1,0.25,0.2,0.2
random,oracle,credit_g,mlp,kshap,1,1.0,1.0,1.0
self_top5,real,credit_g,mlp,kshap,1,1.0,1.0,1.0
self_top5,random,credit_g,mlp,kshap,1,0.6526143790849673,0.6,0.6
self_top5,permuted,credit_g,mlp,kshap,1,0.5203619909502262,0.4,0.4
self_top5,constant,credit_g,mlp,kshap,1,0.25,0.2,0.2
self_top5,oracle,credit_g,mlp,kshap,1,1.0,1.0,1.0
loso_top5,real,credit_g,mlp,kshap,1,0.8266666666666667,0.8,0.8
loso_top5,random,credit_g,mlp,kshap,1,0.3323701410388717,0.4,0.4
loso_top5,permuted,credit_g,mlp,kshap,1,0.4148064353946707,0.2,0.2
loso_top5,constant,credit_g,mlp,kshap,1,0.25,0.4,0.4
loso_top5,oracle,credit_g,mlp,kshap,1,1.0,1.0,1.0
positional,real,credit_g,mlp,kshap,2,0.3604256854256854,0.2,0.2
positional,random,credit_g,mlp,kshap,2,0.3050140056022409,0.2,0.2
positional,permuted,credit_g,mlp,kshap,2,0.27263157894736845,0.2,0.2
positional,constant,credit_g,mlp,kshap,2,0.25,1.0,1.0
positional,oracle,credit_g,mlp,kshap,2,1.0,1.0,1.0
random,real,credit_g,mlp,kshap,2,0.30824077882901413,0.2,0.2
random,random,credit_g,mlp,kshap,2,0.6880952380952381,0.6,0.6
random,permuted,credit_g,mlp,kshap,2,0.5448717948717949,0.4,0.4
random,constant,credit_g,mlp,kshap,2,0.25,0.2,0.2
random,oracle,credit_g,mlp,kshap,2,1.0,1.0,1.0
self_top5,real,credit_g,mlp,kshap,2,1.0,1.0,1.0
self_top5,random,credit_g,mlp,kshap,2,0.45536032594856124,0.2,0.2
self_top5,permuted,credit_g,mlp,kshap,2,0.49155080213903746,0.4,0.4
self_top5,constant,credit_g,mlp,kshap,2,0.25,0.2,0.2
self_top5,oracle,credit_g,mlp,kshap,2,1.0,1.0,1.0
loso_top5,real,credit_g,mlp,kshap,2,0.75,0.6,0.6
loso_top5,random,credit_g,mlp,kshap,2,0.23573126220185042,0.0,0.0
loso_top5,permuted,credit_g,mlp,kshap,2,0.25343434343434346,0.2,0.2
loso_top5,constant,credit_g,mlp,kshap,2,0.25,0.4,0.4
loso_top5,oracle,credit_g,mlp,kshap,2,1.0,1.0,1.0
positional,real,credit_g,mlp,kshap,3,0.3763170163170163,0.2,0.2
positional,random,credit_g,mlp,kshap,3,0.39532051282051284,0.2,0.2
positional,permuted,credit_g,mlp,kshap,3,0.5053588516746412,0.4,0.4
positional,constant,credit_g,mlp,kshap,3,0.25,1.0,1.0
positional,oracle,credit_g,mlp,kshap,3,1.0,1.0,1.0
random,real,credit_g,mlp,kshap,3,0.3437698412698413,0.2,0.2
random,random,credit_g,mlp,kshap,3,0.4084415584415584,0.4,0.4
random,permuted,credit_g,mlp,kshap,3,0.41333333333333333,0.2,0.2
random,constant,credit_g,mlp,kshap,3,0.25,0.2,0.2
random,oracle,credit_g,mlp,kshap,3,1.0,1.0,1.0
self_top5,real,credit_g,mlp,kshap,3,1.0,1.0,1.0
self_top5,random,credit_g,mlp,kshap,3,0.6422222222222222,0.6,0.6
self_top5,permuted,credit_g,mlp,kshap,3,0.37,0.4,0.4
self_top5,constant,credit_g,mlp,kshap,3,0.25,0.2,0.2
self_top5,oracle,credit_g,mlp,kshap,3,1.0,1.0,1.0
loso_top5,real,credit_g,mlp,kshap,3,0.7642857142857142,0.6,0.6
loso_top5,random,credit_g,mlp,kshap,3,0.5226373626373626,0.4,0.4
loso_top5,permuted,credit_g,mlp,kshap,3,0.38555555555555554,0.4,0.4
loso_top5,constant,credit_g,mlp,kshap,3,0.25,0.4,0.4
loso_top5,oracle,credit_g,mlp,kshap,3,1.0,1.0,1.0
positional,real,credit_g,mlp,kshap,4,0.41333333333333333,0.4,0.4
positional,random,credit_g,mlp,kshap,4,0.38607627666451194,0.4,0.4
positional,permuted,credit_g,mlp,kshap,4,0.2527207055070832,0.2,0.2
positional,constant,credit_g,mlp,kshap,4,0.25,1.0,1.0
positional,oracle,credit_g,mlp,kshap,4,1.0,1.0,1.0
random,real,credit_g,mlp,kshap,4,0.2441269841269841,0.0,0.0
random,random,credit_g,mlp,kshap,4,0.35320512820512817,0.4,0.4
random,permuted,credit_g,mlp,kshap,4,0.47583333333333333,0.4,0.4
random,constant,credit_g,mlp,kshap,4,0.25,0.2,0.2
random,oracle,credit_g,mlp,kshap,4,1.0,1.0,1.0
self_top5,real,credit_g,mlp,kshap,4,1.0,1.0,1.0
self_top5,random,credit_g,mlp,kshap,4,0.38126984126984126,0.2,0.2
self_top5,permuted,credit_g,mlp,kshap,4,0.4458442486306263,0.4,0.4
self_top5,constant,credit_g,mlp,kshap,4,0.25,0.4,0.4
self_top5,oracle,credit_g,mlp,kshap,4,1.0,1.0,1.0
loso_top5,real,credit_g,mlp,kshap,4,0.7416666666666667,0.6,0.6
loso_top5,random,credit_g,mlp,kshap,4,0.24924812030075189,0.0,0.0
loso_top5,permuted,credit_g,mlp,kshap,4,0.606076276664512,0.4,0.4
loso_top5,constant,credit_g,mlp,kshap,4,0.25,0.2,0.2
loso_top5,oracle,credit_g,mlp,kshap,4,1.0,1.0,1.0
positional,real,bank_marketing,logreg,linshap,0,0.47264069264069264,0.4,0.4
positional,random,bank_marketing,logreg,linshap,0,0.32106060606060605,0.2,0.2
positional,permuted,bank_marketing,logreg,linshap,0,0.26371212121212123,0.2,0.2
positional,constant,bank_marketing,logreg,linshap,0,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
random,real,bank_marketing,logreg,linshap,0,0.4325,0.2,0.2
random,random,bank_marketing,logreg,linshap,0,0.2102056277056277,0.0,0.0
random,permuted,bank_marketing,logreg,linshap,0,0.26198717948717953,0.2,0.2
random,constant,bank_marketing,logreg,linshap,0,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,linshap,0,0.33298368298368297,0.2,0.2
self_top5,permuted,bank_marketing,logreg,linshap,0,0.48714285714285716,0.2,0.2
self_top5,constant,bank_marketing,logreg,linshap,0,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,linshap,0,0.33298368298368297,0.2,0.2
loso_top5,permuted,bank_marketing,logreg,linshap,0,0.48714285714285716,0.2,0.2
loso_top5,constant,bank_marketing,logreg,linshap,0,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,logreg,linshap,0,1.0,1.0,1.0
positional,real,bank_marketing,logreg,linshap,1,0.47264069264069264,0.4,0.4
positional,random,bank_marketing,logreg,linshap,1,0.3353479853479853,0.2,0.2
positional,permuted,bank_marketing,logreg,linshap,1,0.31987179487179485,0.2,0.2
positional,constant,bank_marketing,logreg,linshap,1,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
random,real,bank_marketing,logreg,linshap,1,0.4325,0.2,0.2
random,random,bank_marketing,logreg,linshap,1,0.26085497835497834,0.0,0.0
random,permuted,bank_marketing,logreg,linshap,1,0.30547619047619046,0.2,0.2
random,constant,bank_marketing,logreg,linshap,1,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,linshap,1,0.46263736263736266,0.4,0.4
self_top5,permuted,bank_marketing,logreg,linshap,1,0.42153846153846153,0.4,0.4
self_top5,constant,bank_marketing,logreg,linshap,1,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,linshap,1,0.46263736263736266,0.4,0.4
loso_top5,permuted,bank_marketing,logreg,linshap,1,0.42153846153846153,0.4,0.4
loso_top5,constant,bank_marketing,logreg,linshap,1,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,logreg,linshap,1,1.0,1.0,1.0
positional,real,bank_marketing,logreg,linshap,2,0.47264069264069264,0.4,0.4
positional,random,bank_marketing,logreg,linshap,2,0.4666666666666667,0.4,0.4
positional,permuted,bank_marketing,logreg,linshap,2,0.3203787878787879,0.2,0.2
positional,constant,bank_marketing,logreg,linshap,2,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
random,real,bank_marketing,logreg,linshap,2,0.4325,0.2,0.2
random,random,bank_marketing,logreg,linshap,2,0.3501984126984127,0.2,0.2
random,permuted,bank_marketing,logreg,linshap,2,0.30034798534798535,0.2,0.2
random,constant,bank_marketing,logreg,linshap,2,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,linshap,2,0.2941791541791542,0.2,0.2
self_top5,permuted,bank_marketing,logreg,linshap,2,0.45976190476190476,0.4,0.4
self_top5,constant,bank_marketing,logreg,linshap,2,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,linshap,2,0.2941791541791542,0.2,0.2
loso_top5,permuted,bank_marketing,logreg,linshap,2,0.45976190476190476,0.4,0.4
loso_top5,constant,bank_marketing,logreg,linshap,2,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,logreg,linshap,2,1.0,1.0,1.0
positional,real,bank_marketing,logreg,linshap,3,0.47264069264069264,0.4,0.4
positional,random,bank_marketing,logreg,linshap,3,0.4102411477411478,0.2,0.2
positional,permuted,bank_marketing,logreg,linshap,3,0.2519871794871795,0.2,0.2
positional,constant,bank_marketing,logreg,linshap,3,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
random,real,bank_marketing,logreg,linshap,3,0.4325,0.2,0.2
random,random,bank_marketing,logreg,linshap,3,0.47619047619047616,0.2,0.2
random,permuted,bank_marketing,logreg,linshap,3,0.4958333333333333,0.6,0.6
random,constant,bank_marketing,logreg,linshap,3,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,linshap,3,0.2620851370851371,0.0,0.0
self_top5,permuted,bank_marketing,logreg,linshap,3,0.5272222222222223,0.4,0.4
self_top5,constant,bank_marketing,logreg,linshap,3,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,linshap,3,0.2620851370851371,0.0,0.0
loso_top5,permuted,bank_marketing,logreg,linshap,3,0.5272222222222223,0.4,0.4
loso_top5,constant,bank_marketing,logreg,linshap,3,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,logreg,linshap,3,1.0,1.0,1.0
positional,real,bank_marketing,logreg,linshap,4,0.47264069264069264,0.4,0.4
positional,random,bank_marketing,logreg,linshap,4,0.5073717948717948,0.6,0.6
positional,permuted,bank_marketing,logreg,linshap,4,0.33630952380952384,0.2,0.2
positional,constant,bank_marketing,logreg,linshap,4,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
random,real,bank_marketing,logreg,linshap,4,0.4325,0.2,0.2
random,random,bank_marketing,logreg,linshap,4,0.4714285714285714,0.6,0.6
random,permuted,bank_marketing,logreg,linshap,4,0.47025641025641024,0.2,0.2
random,constant,bank_marketing,logreg,linshap,4,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,linshap,4,0.38179320679320683,0.2,0.2
self_top5,permuted,bank_marketing,logreg,linshap,4,0.3638095238095238,0.2,0.2
self_top5,constant,bank_marketing,logreg,linshap,4,0.3125,0.4,0.4
self_top5,oracle,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,linshap,4,0.38179320679320683,0.2,0.2
loso_top5,permuted,bank_marketing,logreg,linshap,4,0.3638095238095238,0.2,0.2
loso_top5,constant,bank_marketing,logreg,linshap,4,0.3125,0.4,0.4
loso_top5,oracle,bank_marketing,logreg,linshap,4,1.0,1.0,1.0
positional,real,bank_marketing,logreg,lime,0,0.26882700632700635,0.2,0.2
positional,random,bank_marketing,logreg,lime,0,0.3083549783549784,0.4,0.4
positional,permuted,bank_marketing,logreg,lime,0,0.24835081585081586,0.2,0.2
positional,constant,bank_marketing,logreg,lime,0,0.3125,1.0,1.0
positional,oracle,bank_marketing,logreg,lime,0,1.0,1.0,1.0
random,real,bank_marketing,logreg,lime,0,0.30297619047619045,0.2,0.2
random,random,bank_marketing,logreg,lime,0,0.41964285714285715,0.4,0.4
random,permuted,bank_marketing,logreg,lime,0,0.35965034965034964,0.2,0.2
random,constant,bank_marketing,logreg,lime,0,0.3125,0.4,0.4
random,oracle,bank_marketing,logreg,lime,0,1.0,1.0,1.0
self_top5,real,bank_marketing,logreg,lime,0,1.0,1.0,1.0
self_top5,random,bank_marketing,logreg,lime,0,0.3474786324786325,0.2,0.2
self_top5,permuted,bank_marketing,logreg,lime,0,0.6095238095238096,0.4,0.4
self_top5,constant,bank_marketing,logreg,lime,0,0.3125,0.2,0.2
self_top5,oracle,bank_marketing,logreg,lime,0,1.0,1.0,1.0
loso_top5,real,bank_marketing,logreg,lime,0,1.0,1.0,1.0
loso_top5,random,bank_marketing,logreg,lime,0,0.3474786324786325,0.2,0.2
loso_top5,permuted,bank_marketing,logreg,lime,0,0.6095238095238096,0.4,0.4
